序列号,GPS时间,经度,纬度,x,y,速度(km/h),航向,工作状态,幅宽(m),深度(mm),深度标准值
8673,2022/10/23 10:59,131.5286422,47.09609417,5218037.8,464214.7669,4.01884,339.1,FALSE,5.3,0,300
8674,2022/10/23 10:59,131.5286005,47.096125,5218041.247,464211.6217,1.59272,341.2,FALSE,5.3,0,300
8675,2022/10/23 10:59,131.5285977,47.09612817,5218041.601,464211.4112,0,96.4,FALSE,5.3,0,300
8676,2022/10/23 11:00,131.5286052,47.0960975,5218038.188,464211.9601,4.14848,176.5,TRUE,5.3,283,300
8677,2022/10/23 11:00,131.528625,47.09606933,5218035.047,464213.4444,2.05572,165,TRUE,5.3,359,300
8678,2022/10/23 11:00,131.5286475,47.09604617,5218032.462,464215.1371,3.18544,159.5,TRUE,5.3,368,300
8679,2022/10/23 11:00,131.5286857,47.0960065,5218028.034,464218.0106,4.46332,159.5,TRUE,5.3,359,300
8680,2022/10/23 11:00,131.5287047,47.09596017,5218022.875,464219.4221,3.90772,158.4,TRUE,5.3,361,300
8681,2022/10/23 11:00,131.5287298,47.0959225,5218018.675,464221.3024,3.9818,165.4,TRUE,5.3,362,300
8682,2022/10/23 11:00,131.5287542,47.095886,5218014.606,464223.1304,3.68548,164.9,TRUE,5.3,269,300
8683,2022/10/23 11:00,131.5287663,47.0958835,5218014.323,464224.0474,0,0,FALSE,5.3,0,300
8684,2022/10/23 11:00,131.528769,47.09588817,5218014.841,464224.2555,0,0,FALSE,5.3,0,300
8685,2022/10/23 11:00,131.528769,47.0958905,5218015.1,464224.257,0,0,FALSE,5.3,0,300
8686,2022/10/23 11:00,131.5287673,47.09589067,5218015.12,464224.1281,0,0,FALSE,5.3,0,300
8687,2022/10/23 11:00,131.5287673,47.09589167,5218015.231,464224.1288,0,0,FALSE,5.3,0,300
8688,2022/10/23 11:00,131.5287667,47.09589217,5218015.287,464224.0835,0,0,FALSE,5.3,0,300
8689,2022/10/23 11:00,131.5287665,47.09589167,5218015.231,464224.068,0,0,FALSE,5.3,0,300
8690,2022/10/23 11:00,131.528767,47.095892,5218015.268,464224.1062,0,0,FALSE,5.3,0,300
8691,2022/10/23 11:01,131.528768,47.095891,5218015.156,464224.1815,0,0,FALSE,5.3,0,300
8692,2022/10/23 11:01,131.5288025,47.095846,5218010.137,464226.7705,3.22248,164,TRUE,5.3,362,300
8693,2022/10/23 11:01,131.5288188,47.09580167,5218005.202,464227.9783,3.37064,163.5,TRUE,5.3,358,300
8694,2022/10/23 11:01,131.5288188,47.09578533,5218003.385,464227.9674,0,0,FALSE,5.3,0,300
8695,2022/10/23 11:01,131.5288257,47.095788,5218003.679,464228.493,0,0,FALSE,5.3,0,300
8696,2022/10/23 11:01,131.5288278,47.09578717,5218003.586,464228.6519,0,0,FALSE,5.3,0,300
8697,2022/10/23 11:01,131.5288282,47.09578683,5218003.548,464228.6821,0,0,FALSE,5.3,0,300
8698,2022/10/23 11:01,131.5288282,47.09578633,5218003.492,464228.6817,0,0,FALSE,5.3,0,300
8699,2022/10/23 11:01,131.5288275,47.0957855,5218003.4,464228.628,0,0,FALSE,5.3,0,300
8700,2022/10/23 11:01,131.5288253,47.09578433,5218003.271,464228.4602,0,0.6,FALSE,5.3,0,300
8701,2022/10/23 11:01,131.528829,47.09577233,5218001.935,464228.7331,4.59296,158.4,TRUE,5.3,353,300
8702,2022/10/23 11:01,131.5288483,47.09570883,5217994.867,464230.1558,4.74112,161.3,TRUE,5.3,346,300
8703,2022/10/23 11:01,131.5288685,47.09565167,5217988.503,464231.6511,4.29664,155.9,TRUE,5.3,383,300
8704,2022/10/23 11:01,131.5288748,47.09559833,5217982.57,464232.0937,5.24116,158.6,TRUE,5.3,365,300
8705,2022/10/23 11:01,131.5288962,47.095545,5217976.632,464233.6827,5.556,157.5,TRUE,5.3,395,300
8706,2022/10/23 11:02,131.5288993,47.09548717,5217970.201,464233.8793,5.79676,165.2,TRUE,5.3,400,300
8707,2022/10/23 11:02,131.5289428,47.0954465,5217965.66,464237.1546,4.3522,151.2,TRUE,5.3,398,300
8708,2022/10/23 11:02,131.5289668,47.09540733,5217961.294,464238.9505,5.29672,161.1,TRUE,5.3,397,300
8709,2022/10/23 11:02,131.5289932,47.095355,5217955.465,464240.9197,6.50052,164,TRUE,5.3,400,300
8710,2022/10/23 11:02,131.5290197,47.09528567,5217947.745,464242.8852,5.87084,158.9,TRUE,5.3,359,300
8711,2022/10/23 11:02,131.5290562,47.09523433,5217942.021,464245.6219,5.2782,168.1,TRUE,5.3,354,300
8712,2022/10/23 11:02,131.529082,47.09518183,5217936.172,464247.5456,5.51896,165.3,TRUE,5.3,374,300
8713,2022/10/23 11:02,131.5291097,47.09513883,5217931.379,464249.6198,7.0376,164.1,TRUE,5.3,371,300
8714,2022/10/23 11:02,131.5291447,47.0950785,5217924.656,464252.2366,6.37088,166.6,TRUE,5.3,363,300
8715,2022/10/23 11:02,131.5291797,47.09501333,5217917.395,464254.8502,5.61156,160.7,TRUE,5.3,363,300
8716,2022/10/23 11:02,131.5292032,47.0949595,5217911.4,464256.5984,6.13012,161.6,TRUE,5.3,374,300
8717,2022/10/23 11:02,131.529232,47.09490617,5217905.458,464258.7492,6.55608,161,TRUE,5.3,379,300
8718,2022/10/23 11:02,131.5292567,47.09484383,5217898.516,464260.5828,5.94492,165.1,TRUE,5.3,395,300
8719,2022/10/23 11:02,131.5292937,47.094783,5217891.737,464263.3511,5.88936,162.9,TRUE,5.3,358,300
8720,2022/10/23 11:02,131.5293388,47.09473583,5217886.472,464266.7436,6.98204,156.8,TRUE,5.3,270,300
8721,2022/10/23 11:03,131.5293663,47.094677,5217879.919,464268.7921,5.05596,169.1,TRUE,5.3,395,300
8722,2022/10/23 11:03,131.5293997,47.09461883,5217873.437,464271.289,5.94492,164.6,TRUE,5.3,358,300
8723,2022/10/23 11:03,131.529433,47.09456833,5217867.808,464273.7834,6.35236,160.8,TRUE,5.3,368,300
8724,2022/10/23 11:03,131.5294747,47.0945125,5217861.582,464276.912,6.35236,163.3,TRUE,5.3,368,300
8725,2022/10/23 11:03,131.5295058,47.09444783,5217854.378,464279.2299,5.6486,165.4,TRUE,5.3,360,300
8726,2022/10/23 11:03,131.529525,47.09438833,5217847.755,464280.6478,6.25976,161.9,TRUE,5.3,363,300
8727,2022/10/23 11:03,131.5295583,47.09433517,5217841.829,464283.1405,5.8338,164.8,TRUE,5.3,367,300
8728,2022/10/23 11:03,131.5296058,47.09426733,5217834.266,464286.7014,5.59304,159.4,TRUE,5.3,353,300
8729,2022/10/23 11:03,131.5296365,47.09420767,5217827.619,464288.9923,6.59312,156.3,TRUE,5.3,265,300
8730,2022/10/23 11:03,131.5296755,47.0941485,5217821.023,464291.9137,7.0376,164.3,TRUE,5.3,388,300
8731,2022/10/23 11:03,131.5296962,47.0940795,5217813.343,464293.4392,6.88944,159.8,TRUE,5.3,374,300
8732,2022/10/23 11:03,131.5297103,47.09400783,5217805.369,464294.4618,7.01908,164.2,TRUE,5.3,370,300
8733,2022/10/23 11:03,131.5297368,47.0939465,5217798.539,464296.4327,5.556,168.2,TRUE,5.3,373,300
8734,2022/10/23 11:03,131.5297628,47.09387533,5217790.615,464298.3591,7.0376,159,TRUE,5.3,365,300
8735,2022/10/23 11:03,131.529798,47.09379767,5217781.965,464300.9797,6.64868,165.3,TRUE,5.3,359,300
8736,2022/10/23 11:04,131.5298458,47.09372717,5217774.105,464304.5617,7.16724,161.1,TRUE,5.3,361,300
8737,2022/10/23 11:04,131.529886,47.093668,5217767.509,464307.5743,7.07464,161.8,TRUE,5.3,373,300
8738,2022/10/23 11:04,131.5299375,47.0936115,5217761.204,464311.4465,6.83388,164.2,TRUE,5.3,372,300
8739,2022/10/23 11:04,131.5299813,47.09356,5217755.459,464314.7376,6.25976,162.7,TRUE,5.3,356,300
8740,2022/10/23 11:04,131.5300048,47.09349783,5217748.537,464316.4802,7.57468,161.1,TRUE,5.3,346,300
8741,2022/10/23 11:04,131.5300482,47.09342317,5217740.217,464319.7254,3.92624,167.4,TRUE,5.3,360,300
8742,2022/10/23 11:04,131.5300672,47.09338583,5217736.057,464321.143,6.3894,163.6,TRUE,5.3,369,300
8743,2022/10/23 11:04,131.5301005,47.093328,5217729.612,464323.6326,6.2968,165.8,TRUE,5.3,373,300
8744,2022/10/23 11:04,131.5301315,47.09327117,5217723.28,464325.9483,6.00048,165.3,TRUE,5.3,372,300
8745,2022/10/23 11:04,131.5301612,47.09322583,5217718.226,464328.173,4.31516,163.2,TRUE,5.3,366,300
8746,2022/10/23 11:04,131.5301912,47.09317933,5217713.043,464330.4196,4.83372,165.7,TRUE,5.3,393,300
8747,2022/10/23 11:04,131.5302152,47.09312983,5217707.529,464332.2087,6.2968,158.3,TRUE,5.3,399,300
8748,2022/10/23 11:04,131.5302552,47.093065,5217700.304,464335.2024,6.03752,158.6,TRUE,5.3,371,300
8749,2022/10/23 11:04,131.5302912,47.093006,5217693.728,464337.8963,6.482,157.9,TRUE,5.3,371,300
8750,2022/10/23 11:04,131.5303262,47.092949,5217687.375,464340.5155,5.70416,160.2,TRUE,5.3,400,300
8751,2022/10/23 11:05,131.5303533,47.09288933,5217680.729,464342.5332,5.48192,157.9,TRUE,5.3,367,300
8752,2022/10/23 11:05,131.5303897,47.0928305,5217674.172,464345.2576,5.98196,165.8,TRUE,5.3,377,300
8753,2022/10/23 11:05,131.5304258,47.09277,5217667.43,464347.9581,6.482,160.6,TRUE,5.3,372,300
8754,2022/10/23 11:05,131.5304552,47.09270867,5217660.598,464350.1493,6.6672,165,TRUE,5.3,383,300
8755,2022/10/23 11:05,131.5304877,47.0926445,5217653.45,464352.574,6.09308,165.5,TRUE,5.3,396,300
8756,2022/10/23 11:05,131.5305245,47.0925875,5217647.096,464355.33,6.00048,162.5,TRUE,5.3,356,300
8757,2022/10/23 11:05,131.5305662,47.09252667,5217640.314,464358.4555,6.92648,158.4,TRUE,5.3,400,300
8758,2022/10/23 11:05,131.5306015,47.09246683,5217633.646,464361.0957,5.66712,159.3,TRUE,5.3,367,300
8759,2022/10/23 11:05,131.530621,47.0924135,5217627.708,464362.5406,6.09308,158.1,TRUE,5.3,359,300
8760,2022/10/23 11:05,131.5306498,47.09235417,5217621.099,464364.6877,6.482,156.1,TRUE,5.3,390,300
8761,2022/10/23 11:05,131.5306828,47.09229683,5217614.709,464367.155,6.55608,162.7,TRUE,5.3,393,300
8762,2022/10/23 11:05,131.5307158,47.09223517,5217607.84,464369.6194,6.68572,163.9,TRUE,5.3,374,300
8763,2022/10/23 11:05,131.5307527,47.09217617,5217601.264,464372.3816,6.42644,164.2,TRUE,5.3,367,300
8764,2022/10/23 11:05,131.530784,47.09211467,5217594.412,464374.7171,7.09316,163.3,TRUE,5.3,400,300
8765,2022/10/23 11:05,131.5308107,47.0920515,5217587.377,464376.7022,6.03752,162.4,TRUE,5.3,356,300
8766,2022/10/23 11:06,131.5308535,47.09199167,5217580.706,464379.9119,5.96344,156.2,TRUE,5.3,362,300
8767,2022/10/23 11:06,131.5308793,47.091938,5217574.728,464381.8349,6.96352,163.4,TRUE,5.3,388,300
8768,2022/10/23 11:06,131.5309085,47.0918735,5217567.544,464384.009,6.05604,163.8,TRUE,5.3,397,300
8769,2022/10/23 11:06,131.5309397,47.09181533,5217561.063,464386.339,6.22272,159,TRUE,5.3,395,300
8770,2022/10/23 11:06,131.5309782,47.091758,5217554.672,464389.224,6.87092,163.6,TRUE,5.3,399,300
8771,2022/10/23 11:06,131.5309995,47.091699,5217548.103,464390.8018,6.59312,163.4,TRUE,5.3,369,300
8772,2022/10/23 11:06,131.531031,47.09163883,5217541.399,464393.1534,5.77824,160.4,TRUE,5.3,399,300
8773,2022/10/23 11:06,131.5310613,47.091579,5217534.734,464395.4141,6.18568,158.1,TRUE,5.3,383,300
8774,2022/10/23 11:06,131.53109,47.091518,5217527.94,464397.5525,6.482,159.2,TRUE,5.3,395,300
8775,2022/10/23 11:06,131.5311417,47.09145283,5217520.671,464401.4344,6.019,160.5,TRUE,5.3,399,300
8776,2022/10/23 11:06,131.5311735,47.09139683,5217514.431,464403.8116,5.63008,168.4,TRUE,5.3,372,300
8777,2022/10/23 11:06,131.5311967,47.09134617,5217508.788,464405.5393,5.9264,162.2,TRUE,5.3,400,300
8778,2022/10/23 11:06,131.5312178,47.09130367,5217504.054,464407.113,5.40784,157.9,TRUE,5.3,374,300
8779,2022/10/23 11:06,131.531239,47.09125167,5217498.263,464408.688,6.61164,158.8,TRUE,5.3,395,300
8780,2022/10/23 11:06,131.5312647,47.091196,5217492.063,464410.6022,5.38932,162,TRUE,5.3,398,300
8781,2022/10/23 11:07,131.5312995,47.09114567,5217486.452,464413.2109,5.66712,163,TRUE,5.3,399,300
8782,2022/10/23 11:07,131.5313425,47.0911005,5217481.41,464416.4457,5.38932,158.8,TRUE,5.3,400,300
8783,2022/10/23 11:07,131.5313645,47.09105017,5217475.805,464418.0826,5.16708,160.2,TRUE,5.3,361,300
8784,2022/10/23 11:07,131.5313867,47.09099817,5217470.014,464419.7335,5.77824,162.4,TRUE,5.3,400,300
8785,2022/10/23 11:07,131.5314142,47.0909425,5217463.812,464421.7844,5.66712,156.7,TRUE,5.3,374,300
8786,2022/10/23 11:07,131.5314422,47.09088517,5217457.426,464423.8722,5.88936,161.2,TRUE,5.3,387,300
8787,2022/10/23 11:07,131.5314815,47.090828,5217451.053,464426.818,5.81528,163.2,TRUE,5.3,400,300
8788,2022/10/23 11:07,131.5315095,47.09077083,5217444.684,464428.9059,6.51904,162.2,TRUE,5.3,400,300
8789,2022/10/23 11:07,131.5315413,47.090711,5217438.018,464431.2806,6.05604,163,TRUE,5.3,400,300
8790,2022/10/23 11:07,131.5315635,47.09065667,5217431.968,464432.93,5.70416,163.4,TRUE,5.3,395,300
8791,2022/10/23 11:07,131.5315972,47.090601,5217425.764,464435.4516,5.98196,157.9,TRUE,5.3,399,300
8792,2022/10/23 11:07,131.5316272,47.0905385,5217418.802,464437.6879,5.96344,160.5,TRUE,5.3,392,300
8793,2022/10/23 11:07,131.5316648,47.090492,5217413.615,464440.5118,4.33368,164.5,TRUE,5.3,400,300
8794,2022/10/23 11:07,131.5316818,47.0904485,5217408.772,464441.7736,6.2968,161.7,TRUE,5.3,385,300
8795,2022/10/23 11:07,131.5317097,47.09039317,5217402.608,464443.8551,5.61156,161,TRUE,5.3,372,300
8796,2022/10/23 11:08,131.5317333,47.090343,5217397.02,464445.6136,5.79676,161.3,TRUE,5.3,400,300
8797,2022/10/23 11:08,131.531769,47.09029617,5217391.797,464448.2931,4.5374,165.1,TRUE,5.3,365,300
8798,2022/10/23 11:08,131.5317945,47.09024667,5217386.283,464450.1963,4.48184,166,TRUE,5.3,397,300
8799,2022/10/23 11:08,131.5318097,47.09020817,5217381.995,464451.3248,4.51888,166,TRUE,5.3,400,300
8800,2022/10/23 11:08,131.5318393,47.0901615,5217376.794,464453.5412,5.8338,163.7,TRUE,5.3,397,300
8801,2022/10/23 11:08,131.5318612,47.09010183,5217370.15,464455.1643,6.46348,157.9,TRUE,5.3,395,300
8802,2022/10/23 11:08,131.5318958,47.09004283,5217363.575,464457.7522,5.53748,161.1,TRUE,5.3,400,300
8803,2022/10/23 11:08,131.5319225,47.08999033,5217357.726,464459.7445,5.20412,162.8,TRUE,5.3,399,300
8804,2022/10/23 11:08,131.5319453,47.08993967,5217352.084,464461.442,6.25976,161,TRUE,5.3,397,300
8805,2022/10/23 11:08,131.5319588,47.08988783,5217346.315,464462.4325,5.85232,163.5,TRUE,5.3,385,300
8806,2022/10/23 11:08,131.5319988,47.089832,5217340.09,464465.4325,5.63008,164.1,TRUE,5.3,400,300
8807,2022/10/23 11:08,131.5320183,47.089776,5217333.855,464466.8759,5.70416,160.1,TRUE,5.3,395,300
8808,2022/10/23 11:08,131.5320557,47.08971767,5217327.354,464469.6768,6.22272,159.7,TRUE,5.3,363,300
8809,2022/10/23 11:08,131.5320795,47.08965667,5217320.561,464471.4433,6.14864,159.6,TRUE,5.3,400,300
8810,2022/10/23 11:08,131.5321103,47.08960333,5217314.617,464473.7465,5.8338,167.1,TRUE,5.3,398,300
8811,2022/10/23 11:09,131.5321362,47.08954167,5217307.751,464475.672,5.51896,163.6,TRUE,5.3,378,300
8812,2022/10/23 11:09,131.5321648,47.08948933,5217301.919,464477.8088,5.90788,159.8,TRUE,5.3,396,300
8813,2022/10/23 11:09,131.5322057,47.0894295,5217295.249,464480.8745,6.16716,157.1,TRUE,5.3,369,300
8814,2022/10/23 11:09,131.5322463,47.089378,5217289.505,464483.923,6.09308,166.5,TRUE,5.3,373,300
8815,2022/10/23 11:09,131.5322782,47.089314,5217282.376,464486.3026,6.27828,162,TRUE,5.3,400,300
8816,2022/10/23 11:09,131.532314,47.0892535,5217275.634,464488.9806,6.37088,162.6,TRUE,5.3,398,300
8817,2022/10/23 11:09,131.5323413,47.08919183,5217268.765,464491.0125,6.3894,162,TRUE,5.3,398,300
8818,2022/10/23 11:09,131.5323878,47.08912633,5217261.462,464494.4997,6.50052,161.7,TRUE,5.3,396,300
8819,2022/10/23 11:09,131.5324152,47.089067,5217254.854,464496.5407,6.6672,162.6,TRUE,5.3,397,300
8820,2022/10/23 11:09,131.5324393,47.08900417,5217247.858,464498.3288,6.63016,161.5,TRUE,5.3,400,300
8821,2022/10/23 11:09,131.5324682,47.08894217,5217240.952,464500.482,6.019,162.3,TRUE,5.3,400,300
8822,2022/10/23 11:09,131.5325163,47.088883,5217234.352,464504.0949,6.22272,160,TRUE,5.3,378,300
8823,2022/10/23 11:09,131.5325565,47.088825,5217227.886,464507.1087,5.63008,165.4,TRUE,5.3,400,300
8824,2022/10/23 11:09,131.5325798,47.0887655,5217221.261,464508.8384,6.42644,162.9,TRUE,5.3,386,300
8825,2022/10/23 11:09,131.5326042,47.08870617,5217214.654,464510.6517,6.3894,160.2,TRUE,5.3,400,300
8826,2022/10/23 11:10,131.5326455,47.0886475,5217208.113,464513.7486,5.6486,162.6,TRUE,5.3,372,300
8827,2022/10/23 11:10,131.5326688,47.08858933,5217201.635,464515.4791,6.25976,161.9,TRUE,5.3,397,300
8828,2022/10/23 11:10,131.5326952,47.08853217,5217195.269,464517.4457,6.44496,160.1,TRUE,5.3,400,300
8829,2022/10/23 11:10,131.5327283,47.08847267,5217188.639,464519.9195,6.68572,155.9,TRUE,5.3,399,300
8830,2022/10/23 11:10,131.5327437,47.08841583,5217182.313,464521.0511,6.96352,156.1,TRUE,5.3,364,300
8831,2022/10/23 11:10,131.5327853,47.088354,5217175.42,464524.1687,6.07456,164.5,TRUE,5.3,400,300
8832,2022/10/23 11:10,131.5328082,47.08830283,5217169.721,464525.8736,6.3894,159.8,TRUE,5.3,374,300
8833,2022/10/23 11:10,131.532844,47.088243,5217163.053,464528.5521,5.59304,158.5,TRUE,5.3,400,300
8834,2022/10/23 11:10,131.532876,47.088186,5217156.702,464530.9441,6.27828,162.5,TRUE,5.3,395,300
8835,2022/10/23 11:10,131.5329033,47.088128,5217150.242,464532.9785,5.98196,160,TRUE,5.3,400,300
8836,2022/10/23 11:10,131.5329203,47.08807033,5217143.823,464534.231,6.24124,161.9,TRUE,5.3,376,300
8837,2022/10/23 11:10,131.5329702,47.0880125,5217137.371,464537.9816,5.7412,157.9,TRUE,5.3,398,300
8838,2022/10/23 11:10,131.5330045,47.08795483,5217130.944,464540.5477,5.25968,154.9,TRUE,5.3,400,300
8839,2022/10/23 11:10,131.5330332,47.0878945,5217124.224,464542.6869,6.3894,163.7,TRUE,5.3,400,300
8840,2022/10/23 11:10,131.5330677,47.08783633,5217117.742,464545.2679,6.46348,167.9,TRUE,5.3,396,300
8841,2022/10/23 11:11,131.533104,47.08777783,5217111.222,464547.9854,6.5746,165.7,TRUE,5.3,400,300
8842,2022/10/23 11:11,131.5331243,47.08771983,5217104.764,464549.4883,6.3894,161.4,TRUE,5.3,371,300
8843,2022/10/23 11:11,131.5331587,47.087665,5217098.653,464552.064,6.50052,163.6,TRUE,5.3,396,300
8844,2022/10/23 11:11,131.5331943,47.087604,5217091.856,464554.7267,6.14864,163.8,TRUE,5.3,376,300
8845,2022/10/23 11:11,131.533229,47.0875435,5217085.114,464557.3214,6.72276,164.8,TRUE,5.3,394,300
8846,2022/10/23 11:11,131.533263,47.087482,5217078.261,464559.8623,6.72276,162.4,TRUE,5.3,400,300
8847,2022/10/23 11:11,131.5332967,47.08742067,5217071.428,464562.3805,6.59312,166.1,TRUE,5.3,398,300
8848,2022/10/23 11:11,131.533318,47.08735867,5217064.526,464563.9567,6.18568,162.5,TRUE,5.3,394,300
8849,2022/10/23 11:11,131.5333482,47.08730483,5217058.526,464566.2141,5.90788,159.3,TRUE,5.3,377,300
8850,2022/10/23 11:11,131.5333825,47.08724867,5217052.267,464568.7814,5.81528,162.1,TRUE,5.3,381,300
8851,2022/10/23 11:11,131.5334032,47.087195,5217046.291,464570.3176,5.77824,164.7,TRUE,5.3,268,300
8852,2022/10/23 11:11,131.5334185,47.08714733,5217040.985,464571.4477,4.18552,169.2,TRUE,5.3,399,300
8853,2022/10/23 11:11,131.5334483,47.08709433,5217035.079,464573.6753,5.33376,160.3,TRUE,5.3,400,300
8854,2022/10/23 11:11,131.5334587,47.08708733,5217034.296,464574.4604,3.94476,334.1,TRUE,5.3,238,300
8855,2022/10/23 11:11,131.5334327,47.08714233,5217040.423,464572.5226,1.92608,326.9,FALSE,5.3,0,300
8856,2022/10/23 11:12,131.533419,47.08709867,5217035.575,464571.4534,6.51904,196.5,FALSE,5.3,0,300
8857,2022/10/23 11:12,131.533378,47.08703417,5217028.423,464568.2974,6.37088,211.4,FALSE,5.3,0,300
8858,2022/10/23 11:12,131.5333265,47.08700233,5217024.907,464564.3658,5.59304,251,FALSE,5.3,0,300
8859,2022/10/23 11:12,131.5332645,47.087023,5217027.233,464559.6717,5.01892,321.3,FALSE,5.3,0,300
8860,2022/10/23 11:12,131.5332588,47.08706933,5217032.386,464559.2696,5.61156,350.8,FALSE,5.3,0,300
8861,2022/10/23 11:12,131.533276,47.087077,5217033.231,464560.5807,5.90788,161.4,FALSE,5.3,0,300
