序列号,GPS时间,经度,纬度,x,y,速度(km/h),航向,工作状态,幅宽(m),深度(mm),深度标准值
4465,2022/10/19 7:18,131.4207702,47.02182167,5209835.808,455964.0907,3.27804,291.5,FALSE,5.3,0,300
4466,2022/10/19 7:18,131.4207325,47.02184733,5209838.682,455961.2457,3.62992,324,FALSE,5.3,0,300
4467,2022/10/19 7:18,131.4207245,47.02186917,5209841.114,455960.6555,0,318.2,FALSE,5.3,0,300
4468,2022/10/19 7:18,131.4207198,47.02187783,5209842.079,455960.3053,0.68524,5.4,FALSE,5.3,0,300
4469,2022/10/19 7:18,131.4207115,47.0218755,5209841.825,455959.6723,0,0,FALSE,5.3,0,300
4470,2022/10/19 7:18,131.420699,47.02183967,5209837.849,455958.6926,4.40776,184.2,FALSE,5.3,0,300
4471,2022/10/19 7:18,131.4207025,47.02182667,5209836.402,455958.948,0,58,FALSE,5.3,0,300
4472,2022/10/19 7:18,131.4207002,47.02182533,5209836.254,455958.772,0,89.4,FALSE,5.3,0,300
4473,2022/10/19 7:18,131.4207002,47.02184483,5209838.422,455958.788,4.37072,338.4,FALSE,5.3,0,300
4474,2022/10/19 7:18,131.4206622,47.0219,5209844.577,455955.9445,5.3708,289,FALSE,5.3,0,300
4475,2022/10/19 7:19,131.4205807,47.02191033,5209845.771,455949.757,4.42628,262.1,FALSE,5.3,0,300
4476,2022/10/19 7:19,131.4204982,47.021902,5209844.891,455943.4781,4.92632,268.8,FALSE,5.3,0,300
4477,2022/10/19 7:19,131.4204183,47.02189933,5209844.639,455937.4015,4.83372,279.2,FALSE,5.3,0,300
4478,2022/10/19 7:19,131.4203615,47.02190783,5209845.616,455933.0903,4.70408,314.9,FALSE,5.3,0,300
4479,2022/10/19 7:19,131.420347,47.02193083,5209848.181,455932.0069,2.98172,9.7,TRUE,5.3,117,300
4480,2022/10/19 7:19,131.4203518,47.021895,5209844.195,455932.3423,4.7226,171.2,FALSE,5.3,0,300
4481,2022/10/19 7:19,131.4203488,47.02184317,5209838.435,455932.0716,4.00032,174.5,FALSE,5.3,0,300
4482,2022/10/19 7:19,131.4203493,47.02182317,5209836.211,455932.0931,0,148.7,FALSE,5.3,0,300
4483,2022/10/19 7:19,131.4203512,47.02182167,5209836.043,455932.2364,0,0,FALSE,5.3,0,300
4484,2022/10/19 7:19,131.4203518,47.02182317,5209836.21,455932.2832,0,0,FALSE,5.3,0,300
4485,2022/10/19 7:19,131.4203517,47.02182467,5209836.377,455932.2768,0,0,FALSE,5.3,0,300
4486,2022/10/19 7:19,131.4203522,47.02182483,5209836.394,455932.315,0,0,FALSE,5.3,0,300
4487,2022/10/19 7:19,131.4203543,47.02182433,5209836.337,455932.4742,0,83.3,FALSE,5.3,0,300
4488,2022/10/19 7:19,131.4203548,47.02182617,5209836.542,455932.5137,4.64852,12,TRUE,5.3,400,300
4489,2022/10/19 7:19,131.4203765,47.021892,5209843.848,455934.2177,4.83372,14.2,TRUE,5.3,400,300
4490,2022/10/19 7:20,131.4203832,47.02194517,5209849.755,455934.7708,4.79668,19.2,TRUE,5.3,397,300
4491,2022/10/19 7:20,131.4203772,47.02200083,5209855.946,455934.3604,5.16708,4.5,TRUE,5.3,400,300
4492,2022/10/19 7:20,131.420386,47.02205667,5209862.149,455935.0754,5.66712,2.2,TRUE,5.3,400,300
4493,2022/10/19 7:20,131.4203872,47.022114,5209868.522,455935.2138,5.87084,10.4,TRUE,5.3,400,300
4494,2022/10/19 7:20,131.4203803,47.0221705,5209874.807,455934.7357,5.35228,10.8,TRUE,5.3,400,300
4495,2022/10/19 7:20,131.4203998,47.02222117,5209880.429,455936.2599,4.33368,16.5,TRUE,5.3,400,300
4496,2022/10/19 7:20,131.4204128,47.022275,5209886.406,455937.2925,6.24124,10.8,TRUE,5.3,400,300
4497,2022/10/19 7:20,131.4204167,47.02233833,5209893.444,455937.6411,4.77816,11.2,TRUE,5.3,400,300
4498,2022/10/19 7:20,131.4204418,47.0223875,5209898.896,455939.5897,6.90796,7.4,TRUE,5.3,400,300
4499,2022/10/19 7:20,131.4204528,47.02244,5209904.727,455940.4692,6.61164,10,TRUE,5.3,400,300
4500,2022/10/19 7:20,131.4204602,47.02249817,5209911.189,455941.0796,4.48184,12,TRUE,5.3,400,300
4501,2022/10/19 7:20,131.4204718,47.02254567,5209916.463,455942.0006,6.25976,5.9,TRUE,5.3,400,300
4502,2022/10/19 7:20,131.420486,47.02260117,5209922.625,455943.1258,4.33368,7.5,TRUE,5.3,400,300
4503,2022/10/19 7:20,131.4204938,47.02265433,5209928.531,455943.7625,4.8152,8.2,TRUE,5.3,400,300
4504,2022/10/19 7:20,131.4204988,47.02271733,5209935.532,455944.1944,5.50044,4.6,TRUE,5.3,400,300
4505,2022/10/19 7:21,131.4205092,47.0227825,5209942.771,455945.0387,5.9264,15.4,TRUE,5.3,400,300
4506,2022/10/19 7:21,131.4205193,47.02285183,5209950.473,455945.8636,7.05612,7.7,TRUE,5.3,400,300
4507,2022/10/19 7:21,131.420531,47.0229045,5209956.321,455946.7964,5.79676,14.9,TRUE,5.3,400,300
4508,2022/10/19 7:21,131.420548,47.02297167,5209963.779,455948.144,6.2968,11.7,TRUE,5.3,400,300
4509,2022/10/19 7:21,131.4205512,47.02304533,5209971.966,455948.4479,6.92648,12.6,TRUE,5.3,357,300
4510,2022/10/19 7:21,131.4205642,47.02310933,5209979.074,455949.4888,6.00048,11.1,TRUE,5.3,400,300
4511,2022/10/19 7:21,131.42057,47.02317167,5209986.001,455949.981,7.35244,11.6,TRUE,5.3,400,300
4512,2022/10/19 7:21,131.4205817,47.02324467,5209994.11,455950.9306,6.88944,14.2,TRUE,5.3,400,300
4513,2022/10/19 7:21,131.4205908,47.023313,5210001.701,455951.6786,7.20428,11.8,TRUE,5.3,400,300
4514,2022/10/19 7:21,131.420597,47.02338217,5210009.387,455952.2068,6.63016,12.6,TRUE,5.3,400,300
4515,2022/10/19 7:21,131.4205957,47.023451,5210017.04,455952.1646,6.6672,5.8,TRUE,5.3,400,300
4516,2022/10/19 7:21,131.4206088,47.02352267,5210025,455953.2194,7.2228,7.2,TRUE,5.3,400,300
4517,2022/10/19 7:21,131.4206187,47.02358717,5210032.165,455954.0251,5.1856,15.7,TRUE,5.3,400,300
4518,2022/10/19 7:21,131.4206282,47.02366283,5210040.571,455954.8095,5.35228,10.1,TRUE,5.3,400,300
4519,2022/10/19 7:21,131.4206377,47.023727,5210047.7,455955.5845,6.6672,8.6,TRUE,5.3,400,300
4520,2022/10/19 7:22,131.4206562,47.02379483,5210055.23,455957.0467,6.98204,12.9,TRUE,5.3,400,300
4521,2022/10/19 7:22,131.4206767,47.02386717,5210063.26,455958.6647,6.46348,8.2,TRUE,5.3,400,300
4522,2022/10/19 7:22,131.4206818,47.023941,5210071.465,455959.1131,7.3154,9.9,TRUE,5.3,400,300
4523,2022/10/19 7:22,131.420691,47.02401117,5210079.261,455959.8702,6.482,10.1,TRUE,5.3,400,300
4524,2022/10/19 7:22,131.4207062,47.02407617,5210086.479,455961.0792,6.16716,9.9,TRUE,5.3,400,300
4525,2022/10/19 7:22,131.4207247,47.024135,5210093.008,455962.534,8.27844,14.3,TRUE,5.3,400,300
4526,2022/10/19 7:22,131.4207375,47.02419133,5210099.263,455963.5534,7.11168,12,TRUE,5.3,400,300
4527,2022/10/19 7:22,131.4207443,47.02426883,5210107.875,455964.1341,6.8524,10.6,TRUE,5.3,400,300
4528,2022/10/19 7:22,131.4207437,47.0243455,5210116.399,455964.1515,5.57452,6.3,TRUE,5.3,400,300
4529,2022/10/19 7:22,131.4207512,47.02442083,5210124.769,455964.7836,7.0376,10.7,TRUE,5.3,400,300
4530,2022/10/19 7:22,131.4207652,47.024501,5210133.674,455965.9138,7.05612,12.9,TRUE,5.3,400,300
4531,2022/10/19 7:22,131.420769,47.02456717,5210141.028,455966.2571,7.42652,6.5,TRUE,5.3,400,300
4532,2022/10/19 7:22,131.4207855,47.0246395,5210149.06,455967.5709,9.9082,3.5,TRUE,5.3,400,300
4533,2022/10/19 7:22,131.420787,47.0247285,5210158.953,455967.7581,8.037681,2.9,TRUE,5.3,395,300
4534,2022/10/19 7:22,131.4208035,47.024816,5210168.671,455969.0844,8.22288,8.5,TRUE,5.3,400,300
4535,2022/10/19 7:23,131.420822,47.02490217,5210178.241,455970.5617,8.25992,8.2,TRUE,5.3,400,300
4536,2022/10/19 7:23,131.420824,47.0249845,5210187.392,455970.7814,7.63024,6.7,TRUE,5.3,400,300
4537,2022/10/19 7:23,131.420835,47.0250635,5210196.169,455971.6826,8.315479,6,TRUE,5.3,400,300
4538,2022/10/19 7:23,131.4208558,47.02514383,5210205.087,455973.3298,8.037681,12.9,TRUE,5.3,400,300
4539,2022/10/19 7:23,131.420876,47.025229,5210214.544,455974.9355,7.5932,12.1,TRUE,5.3,394,300
4540,2022/10/19 7:23,131.4208763,47.0253105,5210223.605,455975.0253,7.29688,7.9,TRUE,5.3,374,300
4541,2022/10/19 7:23,131.4208898,47.025402,5210233.769,455976.1268,7.778399,3.2,TRUE,5.3,400,300
4542,2022/10/19 7:23,131.4208998,47.02549383,5210243.972,455976.9625,8.27844,13.1,TRUE,5.3,400,300
4543,2022/10/19 7:23,131.4209013,47.025575,5210252.995,455977.1432,7.81544,7.5,TRUE,5.3,400,300
4544,2022/10/19 7:23,131.4209027,47.0256585,5210262.277,455977.3183,8.50068,10.6,TRUE,5.3,400,300
4545,2022/10/19 7:23,131.4209187,47.0257095,5210267.938,455978.5765,9.019239,9.7,TRUE,5.3,400,300
4546,2022/10/19 7:23,131.420947,47.02577683,5210275.407,455980.7832,6.96352,14.2,TRUE,5.3,400,300
4547,2022/10/19 7:23,131.4209553,47.0258525,5210283.815,455981.4764,7.09316,12.8,TRUE,5.3,400,300
4548,2022/10/19 7:23,131.4209633,47.02593317,5210292.778,455982.1509,7.98212,9.7,TRUE,5.3,400,300
4549,2022/10/19 7:23,131.4209862,47.02602333,5210302.789,455983.9658,7.25984,6.9,TRUE,5.3,400,300
4550,2022/10/19 7:24,131.4209935,47.02608833,5210310.011,455984.5742,8.537721,6.7,TRUE,5.3,400,300
4551,2022/10/19 7:24,131.4209815,47.02617183,5210319.3,455983.7306,8.29696,8.9,TRUE,5.3,400,300
4552,2022/10/19 7:24,131.420994,47.02625267,5210328.28,455984.7473,8.037681,5.3,TRUE,5.3,400,300
4553,2022/10/19 7:24,131.4210177,47.0262805,5210331.361,455986.5718,0,160.6,FALSE,5.3,0,300
4554,2022/10/19 7:24,131.4210162,47.02628217,5210331.547,455986.4591,0,0,FALSE,5.3,0,300
4555,2022/10/19 7:24,131.4210095,47.0262805,5210331.365,455985.9484,0,0,FALSE,5.3,0,300
4556,2022/10/19 7:24,131.4210032,47.026282,5210331.536,455985.4708,0,0,FALSE,5.3,0,300
4557,2022/10/19 7:24,131.4210065,47.02628167,5210331.497,455985.7214,0,0,FALSE,5.3,0,300
4558,2022/10/19 7:24,131.4210082,47.02628,5210331.311,455985.8492,0,0,FALSE,5.3,0,300
4559,2022/10/19 7:24,131.4210093,47.02627917,5210331.218,455985.9321,0,0,FALSE,5.3,0,300
4560,2022/10/19 7:24,131.4210163,47.02629333,5210332.788,455986.4759,4.27812,14.4,TRUE,5.3,400,300
4561,2022/10/19 7:24,131.4210452,47.02633917,5210337.868,455988.7105,6.18568,19,TRUE,5.3,400,300
4562,2022/10/19 7:24,131.4210702,47.02641767,5210346.581,455990.6755,6.68572,20.2,TRUE,5.3,400,300
4563,2022/10/19 7:24,131.4210802,47.02648417,5210353.968,455991.4903,5.59304,352.8,TRUE,5.3,400,300
4564,2022/10/19 7:24,131.4210683,47.02654383,5210360.607,455990.6348,5.70416,8.1,TRUE,5.3,400,300
4565,2022/10/19 7:25,131.4210923,47.02660767,5210367.691,455992.5117,5.98196,8.3,TRUE,5.3,400,300
4566,2022/10/19 7:25,131.4211112,47.02667017,5210374.628,455993.9998,5.16708,8.1,TRUE,5.3,400,300
4567,2022/10/19 7:25,131.4211252,47.0267355,5210381.883,455995.1177,6.77832,14.2,TRUE,5.3,380,300
4568,2022/10/19 7:25,131.4211217,47.02681717,5210390.965,455994.9188,7.16724,9.8,TRUE,5.3,400,300
4569,2022/10/19 7:25,131.4211125,47.02689,5210399.066,455994.2793,7.81544,8.4,TRUE,5.3,400,300
4570,2022/10/19 7:25,131.421126,47.02697367,5210408.36,455995.3743,6.16716,5,TRUE,5.3,400,300
4571,2022/10/19 7:25,131.421143,47.02704383,5210416.151,455996.7242,6.92648,10.8,TRUE,5.3,400,300
4572,2022/10/19 7:25,131.4211675,47.02711033,5210423.53,455998.6413,6.03752,10.2,TRUE,5.3,400,300
4573,2022/10/19 7:25,131.421173,47.02718917,5210432.291,455999.1242,6.945,13.2,TRUE,5.3,400,300
4574,2022/10/19 7:25,131.4211555,47.02727317,5210441.639,455997.8629,6.53756,4.1,TRUE,5.3,400,300
4575,2022/10/19 7:25,131.4211687,47.02734133,5210449.209,455998.9223,6.46348,11.5,TRUE,5.3,400,300
4576,2022/10/19 7:25,131.4211778,47.02742317,5210458.303,455999.6814,7.27836,7,TRUE,5.3,400,300
4577,2022/10/19 7:25,131.4212,47.027495,5210466.276,456001.4279,7.14872,8.8,TRUE,5.3,400,300
4578,2022/10/19 7:25,131.421213,47.027568,5210474.384,456002.4762,7.16724,9,TRUE,5.3,400,300
4579,2022/10/19 7:25,131.4212108,47.02764883,5210483.371,456002.3753,5.8338,10.1,TRUE,5.3,400,300
4580,2022/10/19 7:26,131.421222,47.02773183,5210492.592,456003.2949,7.18576,11,TRUE,5.3,400,300
4581,2022/10/19 7:26,131.4212302,47.02780917,5210501.185,456003.9818,7.94508,3.5,TRUE,5.3,400,300
4582,2022/10/19 7:26,131.4212583,47.02787017,5210507.951,456006.168,7.29688,9.3,TRUE,5.3,400,300
4583,2022/10/19 7:26,131.4212655,47.027944,5210516.155,456006.776,6.16716,3.1,TRUE,5.3,400,300
4584,2022/10/19 7:26,131.421257,47.02802767,5210525.461,456006.1986,8.11176,10.6,TRUE,5.3,400,300
4585,2022/10/19 7:26,131.4212815,47.02809667,5210533.118,456008.1177,7.0376,6.8,TRUE,5.3,400,300
4586,2022/10/19 7:26,131.4213027,47.0281665,5210540.869,456009.7866,6.46348,6.2,TRUE,5.3,400,300
4587,2022/10/19 7:26,131.4213098,47.02823933,5210548.962,456010.3861,7.25984,7.9,TRUE,5.3,400,300
4588,2022/10/19 7:26,131.4213043,47.02830933,5210556.747,456010.0255,7.0376,10.7,TRUE,5.3,400,300
4589,2022/10/19 7:26,131.4213203,47.02838317,5210564.947,456011.3025,6.55608,2.6,TRUE,5.3,400,300
4590,2022/10/19 7:26,131.4213217,47.02845767,5210573.228,456011.4701,7.29688,6.8,TRUE,5.3,400,300
4591,2022/10/19 7:26,131.4213292,47.02853583,5210581.913,456012.1044,7.5006,16.4,TRUE,5.3,400,300
4592,2022/10/19 7:26,131.4213402,47.02860433,5210589.522,456012.9969,6.81536,7.7,TRUE,5.3,400,300
4593,2022/10/19 7:26,131.4213458,47.028673,5210597.153,456013.479,6.24124,7.4,TRUE,5.3,400,300
4594,2022/10/19 7:26,131.4213587,47.02874267,5210604.891,456014.5168,6.7598,3.7,TRUE,5.3,400,300
4595,2022/10/19 7:27,131.4213713,47.028808,5210612.147,456015.5282,7.14872,15,TRUE,5.3,400,300
4596,2022/10/19 7:27,131.4213908,47.02888517,5210620.715,456017.0739,7.38948,6.5,TRUE,5.3,400,300
4597,2022/10/19 7:27,131.4214022,47.02895467,5210628.435,456017.9976,6.3894,4,TRUE,5.3,400,300
4598,2022/10/19 7:27,131.4214092,47.029024,5210636.138,456018.5866,5.72268,14.8,TRUE,5.3,400,300
4599,2022/10/19 7:27,131.4214177,47.0290905,5210643.527,456019.2874,8.334,9,TRUE,5.3,400,300
4600,2022/10/19 7:27,131.4214345,47.02916467,5210651.763,456020.6254,6.3894,14,TRUE,5.3,400,300
4601,2022/10/19 7:27,131.4214472,47.02923667,5210659.76,456021.6499,5.01892,8.8,TRUE,5.3,400,300
4602,2022/10/19 7:27,131.4214528,47.029308,5210667.687,456022.1342,7.07464,4.1,TRUE,5.3,400,300
4603,2022/10/19 7:27,131.4214582,47.02934517,5210671.816,456022.5752,5.4634,8.3,TRUE,5.3,363,300
4604,2022/10/19 7:27,131.4214657,47.02939067,5210676.87,456023.1826,2.5928,18.4,TRUE,5.3,400,300
4605,2022/10/19 7:27,131.421473,47.02940117,5210678.033,456023.7462,0,0,FALSE,5.3,0,300
4606,2022/10/19 7:27,131.4214683,47.02938433,5210676.164,456023.3751,3.03728,176.8,TRUE,5.3,78,300
4607,2022/10/19 7:27,131.4214565,47.02936967,5210674.54,456022.4661,5.24116,6.8,TRUE,5.3,144,300
4608,2022/10/19 7:27,131.4214395,47.02941483,5210679.57,456021.2109,4.61148,319.5,FALSE,5.3,0,300
4609,2022/10/19 7:27,131.4214077,47.02945383,5210683.924,456018.8257,4.09292,278.7,FALSE,5.3,0,300
4610,2022/10/19 7:28,131.4213102,47.0294645,5210685.165,456011.4231,5.13004,241.3,FALSE,5.3,0,300
4611,2022/10/19 7:28,131.4212213,47.029437,5210682.158,456004.6429,5.90788,184.6,TRUE,5.3,244,300
4612,2022/10/19 7:28,131.4212035,47.02936817,5210674.516,456003.2333,3.18544,178.7,TRUE,5.3,400,300
4613,2022/10/19 7:28,131.4211995,47.02931833,5210668.977,456002.8883,4.00032,181.5,TRUE,5.3,400,300
4614,2022/10/19 7:28,131.4211877,47.0292735,5210664,456001.9545,4.92632,189.8,TRUE,5.3,400,300
4615,2022/10/19 7:28,131.4211768,47.02921583,5210657.595,456001.0785,5.81528,190.7,TRUE,5.3,400,300
4616,2022/10/19 7:28,131.4211765,47.02915933,5210651.314,456001.0093,6.90796,189.4,TRUE,5.3,400,300
4617,2022/10/19 7:28,131.4211653,47.0290795,5210642.446,456000.0923,6.945,190.8,TRUE,5.3,400,300
4618,2022/10/19 7:28,131.4211567,47.02900983,5210634.705,455999.3813,6.13012,189.8,TRUE,5.3,400,300
4619,2022/10/19 7:28,131.4211498,47.0289455,5210627.557,455998.804,5.57452,182.6,TRUE,5.3,400,300
4620,2022/10/19 7:28,131.4211398,47.028882,5210620.504,455997.9916,6.74128,188.3,TRUE,5.3,400,300
4621,2022/10/19 7:28,131.421131,47.02881067,5210612.579,455997.2641,6.83388,191.1,TRUE,5.3,400,300
4622,2022/10/19 7:28,131.4211263,47.02873633,5210604.317,455996.8457,7.74136,186.3,TRUE,5.3,400,300
4623,2022/10/19 7:28,131.4211133,47.02865567,5210595.357,455995.7912,6.77832,189,TRUE,5.3,400,300
4624,2022/10/19 7:29,131.421101,47.02859033,5210588.1,455994.8025,6.27828,184.6,TRUE,5.3,400,300
4625,2022/10/19 7:29,131.4211015,47.02851417,5210579.633,455994.7779,6.74128,191.2,TRUE,5.3,400,300
4626,2022/10/19 7:29,131.421086,47.0284425,5210571.674,455993.5408,7.51912,187.6,TRUE,5.3,400,300
4627,2022/10/19 7:29,131.4210715,47.02836967,5210563.586,455992.3787,7.01908,191.7,TRUE,5.3,400,300
4628,2022/10/19 7:29,131.4210435,47.02829233,5210555.003,455990.1867,7.14872,187.7,TRUE,5.3,400,300
4629,2022/10/19 7:29,131.4210377,47.0282225,5210547.244,455989.6884,7.2228,191.2,TRUE,5.3,400,300
4630,2022/10/19 7:29,131.421022,47.028149,5210539.081,455988.4346,7.53764,187.1,TRUE,5.3,400,300
4631,2022/10/19 7:29,131.4210197,47.02808083,5210531.504,455988.2037,6.945,195.3,TRUE,5.3,400,300
4632,2022/10/19 7:29,131.421008,47.02801067,5210523.711,455987.2566,7.0376,190.8,TRUE,5.3,400,300
4633,2022/10/19 7:29,131.4209853,47.02793383,5210515.181,455985.4679,7.00056,187.8,TRUE,5.3,400,300
4634,2022/10/19 7:29,131.420978,47.0278685,5210507.923,455984.8593,4.11144,184.4,TRUE,5.3,400,300
4635,2022/10/19 7:29,131.4209795,47.027797,5210499.973,455984.9145,6.79684,185.8,TRUE,5.3,400,300
4636,2022/10/19 7:29,131.4209755,47.0277265,5210492.138,455984.5525,7.44504,190.7,TRUE,5.3,400,300
4637,2022/10/19 7:29,131.420969,47.02765117,5210483.767,455983.9965,7.81544,183.7,TRUE,5.3,400,300
4638,2022/10/19 7:29,131.420959,47.0275705,5210474.804,455983.17,7.83396,189.1,TRUE,5.3,400,300
4639,2022/10/19 7:30,131.4209398,47.02748633,5210465.458,455981.6413,8.25992,188.6,TRUE,5.3,400,300
4640,2022/10/19 7:30,131.4209258,47.02740083,5210455.961,455980.5067,7.6858,190.5,TRUE,5.3,400,300
4641,2022/10/19 7:30,131.4209167,47.02731433,5210446.35,455979.7439,8.6118,188.7,TRUE,5.3,400,300
4642,2022/10/19 7:30,131.420909,47.02722733,5210436.682,455979.087,8.0562,188.8,TRUE,5.3,400,300
4643,2022/10/19 7:30,131.420896,47.02714683,5210427.74,455978.0326,8.389561,187.6,TRUE,5.3,400,300
4644,2022/10/19 7:30,131.4208723,47.027057,5210417.767,455976.1572,8.389561,188.8,TRUE,5.3,400,300
4645,2022/10/19 7:30,131.4208615,47.02697617,5210408.787,455975.2697,8.7044,189.6,TRUE,5.3,400,300
4646,2022/10/19 7:30,131.4208555,47.02689633,5210399.914,455974.748,7.64876,189.2,TRUE,5.3,400,300
4647,2022/10/19 7:30,131.420832,47.02681233,5210390.589,455972.8925,7.25984,187.8,TRUE,5.3,349,300
4648,2022/10/19 7:30,131.4208075,47.02672583,5210380.987,455970.9589,8.667359,188.5,TRUE,5.3,400,300
4649,2022/10/19 7:30,131.4208192,47.02663783,5210371.197,455971.776,8.4266,189.1,TRUE,5.3,400,300
4650,2022/10/19 7:30,131.4208102,47.02655333,5210361.808,455971.0223,9.03776,187.9,TRUE,5.3,400,300
4651,2022/10/19 7:30,131.4207895,47.02646583,5210352.092,455969.3768,7.33392,189.6,TRUE,5.3,400,300
4652,2022/10/19 7:30,131.4207658,47.02637967,5210342.527,455967.5043,8.55624,190.2,TRUE,5.3,400,300
4653,2022/10/19 7:30,131.420753,47.02630117,5210333.808,455966.4667,6.51904,199.5,TRUE,5.3,400,300
4654,2022/10/19 7:31,131.4207518,47.0262245,5210325.285,455966.3124,8.07472,185.5,TRUE,5.3,374,300
4655,2022/10/19 7:31,131.4207465,47.0261475,5210316.728,455965.8462,8.59328,188,TRUE,5.3,400,300
4656,2022/10/19 7:31,131.4207223,47.0260655,5210307.625,455963.9391,8.167319,194,TRUE,5.3,400,300
4657,2022/10/19 7:31,131.4207067,47.02597933,5210298.054,455962.6824,8.797,189.5,TRUE,5.3,400,300
4658,2022/10/19 7:31,131.4207087,47.025889,5210288.011,455962.7601,8.1488,188.6,TRUE,5.3,372,300
4659,2022/10/19 7:31,131.4206968,47.025803,5210278.457,455961.7848,7.94508,190.9,TRUE,5.3,400,300
4660,2022/10/19 7:31,131.4206922,47.02570933,5210268.046,455961.358,8.64884,187.4,TRUE,5.3,400,300
4661,2022/10/19 7:31,131.4206755,47.0256345,5210259.737,455960.027,7.09316,191.1,TRUE,5.3,400,300
4662,2022/10/19 7:31,131.4206592,47.025565,5210252.02,455958.7307,7.20428,187.2,TRUE,5.3,400,300
4663,2022/10/19 7:31,131.4206443,47.02547467,5210241.986,455957.5237,8.85256,194.2,TRUE,5.3,400,300
4664,2022/10/19 7:31,131.420636,47.02539533,5210233.17,455956.8275,7.24132,190,TRUE,5.3,400,300
4665,2022/10/19 7:31,131.420612,47.02530633,5210223.29,455954.9298,7.64876,189.9,TRUE,5.3,353,300
4666,2022/10/19 7:31,131.4205988,47.02522517,5210214.274,455953.8596,10.05636,185.1,TRUE,5.3,367,300
4667,2022/10/19 7:31,131.4205865,47.0251415,5210204.98,455952.8557,8.25992,185.5,TRUE,5.3,400,300
4668,2022/10/19 7:31,131.42058,47.0250615,5210196.09,455952.2958,7.852479,188.3,TRUE,5.3,400,300
4669,2022/10/19 7:32,131.4205748,47.02497683,5210186.68,455951.8308,8.57476,189,TRUE,5.3,400,300
4670,2022/10/19 7:32,131.4205722,47.02488917,5210176.936,455951.5611,7.92656,196.9,TRUE,5.3,400,300
4671,2022/10/19 7:32,131.4205525,47.02480917,5210168.053,455949.9977,7.90804,191.5,TRUE,5.3,400,300
4672,2022/10/19 7:32,131.4205418,47.024725,5210158.702,455949.115,6.8524,192.8,TRUE,5.3,357,300
4673,2022/10/19 7:32,131.4205333,47.02463783,5210149.016,455948.3971,6.96352,195.1,TRUE,5.3,400,300
4674,2022/10/19 7:32,131.4205205,47.02455783,5210140.13,455947.3582,8.389561,187.4,TRUE,5.3,367,300
4675,2022/10/19 7:32,131.420509,47.0244735,5210130.761,455946.4146,8.48216,184.1,TRUE,5.3,400,300
4676,2022/10/19 7:32,131.4204847,47.02438667,5210121.122,455944.4959,8.389561,192.4,TRUE,5.3,379,300
